first_name,last_name,party,state,biography
"Mike","Johanns","Republican","Nebraska","Michael Owen "Mike" Johanns (born June 18, 1950) is the senior United States Senator from Nebraska, serving since 2009. He served as the Governor of Nebraska from 1999 until 2005, and he was chair of the Midwestern Governors Association in 2002. In 2005, he was appointed by President George W. Bush to serve as the Secretary of Agriculture, where he served from 2005 from 2007, becoming the fourth Nebraskan to hold that position."
"Deb","Fischer","Republican","Nebraska","Debra Strobel "Deb" Fischer (born March 1, 1951) is the junior U.S. Senator from the state of Nebraska. Previously, she was a two-term member of the Nebraska Legislature, representing the 43rd District.[1] She defeated former United States Senator Bob Kerrey in the election held on November 6, 2012, and assumed one of Nebraska's two Senate seats in January 2013."
"Harry","Reid","Democratic","Nevada","Harry Mason Reid (/riːd/; born December 2, 1939) is an American politician and the senior United States Senator from Nevada, in office since 1987. A member of the Democratic Party, he has served as the Senate Majority Leader since January 2007, having previously served as Minority Leader and Minority and Majority Whip."
"Dean","Heller","Republican","Nevada","Dean Arthur Heller (born May 10, 1960) is the junior United States Senator from Nevada and a member of the Republican Party. Heller was appointed by Nevada Governor Brian Sandoval to a vacant seat created by the resignation of John Ensign. He was previously a member of the United States House of Representatives, representing Nevada's 2nd congressional district from 2007 to 2011. Prior to that he served as Secretary of State of Nevada (1995–2007) and a member of the Nevada Assembly (1991–1995). He ran in the 2012 election for the United States Senate seat to which he was appointed, and was declared the winner on November 7, 2012."
"Jeanne","Shaheen","Democratic","New Hampshire","Jeanne Shaheen (born Cynthia Jeanne Bowers; January 28, 1947) is a United States politician, a member of the Democratic Party, and the senior United States Senator from New Hampshire. She is the first female U.S. Senator in New Hampshire's history, was the first woman to be elected Governor of New Hampshire and she is the first woman in U.S. history to be elected as both a Governor and a U.S. Senator."
"Kelly","Ayotte","Republican","New Hampshire","Kelly Ann Ayotte (/ˈeɪɒt/ ay-ot;[2] born June 27, 1968) is an American politician and the junior United States senator from New Hampshire, serving since 2011. A member of the Republican Party, as of 2013 she is the only Republican in New Hampshire's four-member congressional delegation. She is also the youngest of the 20 female Senators, and the seventh-youngest overall."
"Bob","Menendez","Democratic","New Jersey","Robert "Bob" Menendez (born January 1, 1954) is the senior United States Senator from New Jersey. He is a member of the Democratic party. First appointed to the Senate in January 2006, he was elected Chairman of the United States Senate Committee on Foreign Relations in January 2013."
"Cory","Booker","Democratic","New Jersey","Cory Anthony Booker (born April 27, 1969) is an American politician and the junior United States Senator from New Jersey. At the time of his election to the Senate, he was the Mayor of Newark. Booker was born in Washington, D.C. and then raised in Harrington Park, New Jersey. He attended Stanford University, where he played college football and received a Bachelor of Arts in political science and a Master of Arts in sociology, before earning a Rhodes Scholarship to attend the University of Oxford. Upon returning home, he received his Juris Doctor from Yale Law School."
"Tom","Udall","Democratic","New Mexico","Thomas Stewart "Tom" Udall (born May 18, 1948) is the senior United States Senator from New Mexico and a member of the Democratic Party. First elected to the Senate in 2008, he represented New Mexico's 3rd congressional district as a member of the United States House of Representatives from 1999 to 2009, and was the Attorney General of New Mexico from 1991 to 1999."
"Martin","Heinrich","Democratic","New Mexico","Martin Trevor Heinrich (born October 17, 1971) is the junior United States Senator for New Mexico, in office since 2013. From 2009 to 2013 Heinrich was the U.S. Representative for New Mexico's 1st congressional district. He is a member of the Democratic Party. Heinrich won the Senate seat vacated by retiring Senator Jeff Bingaman in 2012."
"Chuck","Schumer","Democratic","New York","Charles Ellis "Chuck" Schumer (/ˈʃuːmər/; born November 23, 1950) is the senior United States Senator from New York and a member of the Democratic Party. First elected in 1998, he defeated three-term Republican incumbent Al D'Amato by a margin of 55%–44%. Schumer was re-elected in 2004 by a margin of 71%–24% and in 2010 by a margin of 66%–33%."
"Kristen","Gillibrand","Democratic","New York","Kirsten Elizabeth Rutnik Gillibrand (/ˈkɪərstən ˈdʒɪlɨbrænd/ keer-stən jil-ə-brand; born December 9, 1966) is an American politician and the junior United States Senator from New York, in office since 2009. Previously, she served in the United States House of Representatives, representing New York's 20th congressional district (2007–09). She is a member of the Democratic Party."
"Richard","Burr","Republican","North Carolina","Richard Mauze Burr (born November 30, 1955) is the senior United States Senator from North Carolina and has served since 2005. A member of the Republican Party, Burr previously represented North Carolina's 5th congressional district in the United States House of Representatives from 1995 to 2005."
"Kay","Hagan","Democratic","North Carolina","Janet Kay Ruthven Hagan (/ˈheɪɡən/; born May 26, 1953) is the outgoing junior United States Senator from North Carolina, in office since January 2009. Previously she served in the North Carolina Senate from 1999 to 2009. She is a member of the Democratic Party.[1] When Hagan defeated Republican incumbent Elizabeth Dole in the 2008 United States Senate election, she became the first woman to defeat an incumbent woman in a Senate election."
"John","Hoeven","Republican","North Dakota","John Henry Hoeven III (born March 13, 1957) is the senior United States Senator from North Dakota. A member of the North Dakota Republican Party, he previously served as the 31st Governor of North Dakota from December 2000 to December 2010. Hoeven was elected to the U.S. Senate in the November 2, 2010 general election. He replaced junior Senator Byron L. Dorgan, who chose not to seek re-election."
"Heidi","Heitkamp","Democratic","North Dakota","Mary Kathryn "Heidi" Heitkamp (born October 30, 1955) is the junior United States Senator from North Dakota, in office since 2013, and a member of the North Dakota Democratic-Nonpartisan League Party. She was the 28th North Dakota Attorney General, serving from 1993 to 2001, and State Tax Commissioner from 1989 to 1993."
"Sherrod","Brown","Democratic","Ohio","Sherrod Campbell Brown (born November 9, 1952) is the senior United States Senator from Ohio, in office since 2007. He is a member of the Democratic Party. Before his election to the Senate, he was a member of the United States House of Representatives, representing Ohio's 13th congressional district from 1993 to 2007. He previously served as the Ohio Secretary of State (1983–1991) and as a member of the Ohio House of Representatives (1974–1982)."
"Rob","Portman","Republican","Ohio","Robert Jones "Rob" Portman (born December 19, 1955) is an American lawyer and the junior United States Senator from Ohio, in office since 2011. Previously he served as the 14th United States Trade Representative from 2005 to 2006 and as the 35th Director of the Office of Management and Budget from 2006 to 2007."
"Jim","Inhofe","Republican","Oklahoma","James Mountain "Jim" Inhofe (/ˈɪnhɒf/; born November 17, 1934) is the senior United States senator from Oklahoma and a member of the Republican Party. First elected to the Senate in 1994, he is the ranking member of the United States Senate Committee on Environment and Public Works and was its chairman from 2003 to 2007. Inhofe served eight years as the United States representative for Oklahoma's 1st congressional district before his election to the Senate in 1994 and also previously served as both an Oklahoma state representative and senator."
"Tom","Coburn","Republican","Oklahoma","Thomas Allen "Tom" Coburn (born March 14, 1948) is an American politician and medical doctor. A member of the Republican Party, he is the junior United States Senator from Oklahoma."
"Ron","Wyden","Democratic","Oregon","Ronald Lee "Ron" Wyden (born May 3, 1949) is the senior United States Senator for Oregon, serving since 1996, and a member of the Democratic Party. He previously served in the United States House of Representatives from 1981 to 1996."
"Jeff","Merkley","Democratic","Oregon","Jeffrey Alan "Jeff" Merkley (born October 24, 1956) is the junior United States Senator from Oregon. A member of the Democratic Party, Merkley was a five-term member of the Oregon Legislative Assembly representing House District 47, located in eastern Multnomah County within the Portland city limits. He also served as Speaker of the Oregon House of Representatives."
"Bob","Casey Jr.","Democratic","Pennsylvania","Robert Patrick "Bob" Casey, Jr. (born April 13, 1960) is an American attorney and Democratic politician. He is currently senior United States Senator from Pennsylvania, and he previously served as Pennsylvania Treasurer and Pennsylvania Auditor General."
"Pat","Toomey","Republican","Pennsylvania","Patrick Joseph "Pat" Toomey (born November 17, 1961)[2] is an American businessman and politician. He is the junior United States Senator for Pennsylvania,[3] in office since 2011, and a member of the Republican Party. Previously, Toomey served as a United States Representative for three terms, from 1999 to 2005, but he did not seek a fourth term in compliance with a pledge he had made while running for office in 1998."
"Jack","Reed","Democratic","Rhode Island","John Francis Reed, known as Jack Reed (born November 12, 1949), is the senior United States Senator from Rhode Island, serving since 1997. A member of the Democratic Party, he previously served in the United States House of Representatives for Rhode Island's 2nd congressional district from 1991 to 1997."
"Sheldon","Whitehouse","Democratic","Rhode Island","Sheldon Whitehouse (born October 20, 1955) is an American politician and the junior United States Senator from Rhode Island, serving since 2007. He is a member of the Democratic Party and previously served as a United States Attorney from 1993 to 1998 and as the Attorney General of Rhode Island from 1999 to 2003."
"Lindsey","Graham","Republican","South Carolina","Lindsey Olin Graham (born July 9, 1955) is an American politician and member of the Republican Party who serves as the senior United States Senator from South Carolina, in office since 2003."
"Tim","Scott","Republican","South Carolina","Timothy Eugene "Tim" Scott (born September 19, 1965) is the junior United States Senator for South Carolina. A Republican, he was appointed as senator in 2013 after South Carolina Governor Nikki Haley named him to fill the U.S. Senate seat vacated by Jim DeMint.[2] Scott ran in a special election in 2014 for the final two years of DeMint's second term, and won the seat."
"Tim","Johnson","Democratic","South Dakota","Timothy Peter "Tim" Johnson (born December 28, 1946) is the senior United States Senator from South Dakota, serving since 1997. He is a member of the Democratic Party. He previously served as the United States Representative for South Dakota's at-large congressional district from 1987 to 1997, and in the state legislature from 1979 to 1987. Johnson chose not to seek reelection in 2014."
"John","Thune","Republican","South Dakota","John Randolph Thune (born January 7, 1961) is the junior United States Senator from South Dakota and a member of the Republican Party. He previously served as a United States Representative for South Dakota's at-large congressional district. He will become South Dakota's Senior senator with the retirement of Tim Johnson."
"Lamar","Alexander","Republican","Tennessee","Andrew Lamar Alexander, Jr. (born July 3, 1940) is an American politician and the current senior United States senator from Tennessee having served since 2003. A member of the Republican Party, Alexander previously served as the conference chair of the Republican Party in the US Senate from 2007 to 2012."
"Bob","Corker","Republican","Tennessee","Robert Phillips "Bob" Corker, Jr.[2] (born August 24, 1952) is an American politician and the junior United States Senator from Tennessee, serving since 2007. Corker, a member of the Republican Party, is currently a ranking member of the United States Senate Committee on Foreign Relations in the 113th congress."
"John","Cornyn","Republican","Texas","John Cornyn III (born February 2, 1952) is the senior United States Senator from Texas, serving since 2002. He is a member of the Republican Party and the current Senate Minority Whip for the 113th Congress. Cornyn previously served as Chairman of the National Republican Senatorial Committee from 2007 to 2011."
"Ted","Cruz","Republican","Texas","Rafael Edward "Ted" Cruz (born Rafael Eduardo Cruz, on December 22, 1970) is the junior United States Senator from Texas. Elected in 2012, he is the first Cuban American or Latino to hold the office of US Senator from Texas.[4][5][6][7] Cruz is a member of the Republican Party. He served as Solicitor General of Texas from 2003 to May 2008, after being appointed by Texas Attorney General Greg Abbott.[2] Between 1999 and 2003, Cruz served as the director of the Office of Policy Planning at the Federal Trade Commission, an Associate Deputy Attorney General at the United States Department of Justice, and as Domestic Policy Advisor to U.S. President George W. Bush on the 2000 Bush-Cheney campaign. Cruz was also an Adjunct Professor of Law at the University of Texas School of Law in Austin, where he taught U.S. Supreme Court litigation, from 2004 to 2009."
"Orrin","Hatch","Republican","Utah","Orrin Grant Hatch (born March 22, 1934) is an American politician and a member of the Republican Party who serves as the senior United States Senator for Utah. In office since 1977, Hatch is the most-senior Republican Senator."
"Mike","Lee","Republican","Utah","Michael Shumway "Mike" Lee (born June 4, 1971) is an American politician and lawyer who is the junior United States Senator from Utah. A member of the Republican Party, Lee has served in the Senate since January 3, 2011."
"Patrick","Leahy","Democratic","Vermont","Patrick Joseph Leahy (/ˈleɪhiː/;[1] born March 31, 1940) is the senior United States Senator from Vermont, in office since 1975. A member of the Democratic Party, Leahy has been the President pro tempore of the United States Senate since December 17, 2012; as President pro tempore, he is third in the presidential line of succession. He is the most senior senator and took office at a younger age than any other current senator. Leahy will receive the title of President pro tempore emeritus upon the commencement of the 114th Congress."
"Bernie","Sanders","Independent Democratic Socialist","Vermont","Bernard "Bernie" Sanders (born September 8, 1941) is an American politician and the junior United States Senator from Vermont. Before serving in the Senate, he represented Vermont's at-large congressional district in the United States House of Representatives and served as mayor of Burlington, the largest city in Vermont. Sanders is a self-described democratic socialist,[2][3] and has praised Scandinavian-style social democracy."
"Mark","Warner","Democratic","Virginia","Mark Robert Warner (born December 15, 1954) is an American politician and the senior United States Senator from Virginia, in office since 2009. He is a member of the Democratic Party. Warner was the 69th Governor of Virginia, holding the office from 2002 to 2006, and is the honorary chairman of the Forward Together PAC. Warner delivered the keynote address at the 2008 Democratic National Convention. Apart from politics, Warner is also known for his involvement in telecommunications-related venture capital during the 1980s; he founded the firm Columbia Capital."
"Tim","Kaine","Democratic","Virginia","Timothy Michael "Tim" Kaine (born February 26, 1958) is an American politician currently serving as the junior United States Senator from Virginia. A member of the Democratic Party, Kaine was first elected to the Senate in 2012."
"Patty","Murray","Democratic","Washington","Patricia Lynn "Patty" Murray (née Johns; born October 11, 1950) is the senior United States Senator from Washington and a member of the Democratic Party. Murray was first elected to the Senate in 1992, becoming Washington's first female senator. She was re-elected in 1998, 2004 and 2010."
"Maria","Cantwell","Democratic","Washington","Maria Elaine Cantwell (born October 13, 1958) is the junior United States Senator from the state of Washington, serving since 2001. A member of the Democratic Party, she previously served in the Washington House of Representatives from 1987 to 1993 and then in the United States House of Representatives from Washington's 1st congressional district from 1993 to 1995, after which she worked as an executive for RealNetworks. She is Washington's second female senator, after Patty Murray. She is currently chairwoman of the Committee on Small Business and Entrepreneurship."
"Jay","Rockefeller","Democratic","West Virginia","John Davison "Jay" Rockefeller IV (born June 18, 1937) is the senior United States Senator from West Virginia. He was first elected to the Senate in 1984, while in office as Governor of West Virginia, a position he held from 1977 to 1985. Rockefeller moved to Emmons, West Virginia to serve as a VISTA worker in 1964, and was first elected to public office in the state, as a member of the House of Delegates, in 1966. Rockefeller was later elected West Virginia Secretary of State in 1968 and was president of West Virginia Wesleyan College from 1973 to 1975."
"Joe","Manchin","Democratic","West Virginia","Joseph "Joe" Manchin III (born August 24, 1947)[1] is the junior United States Senator from West Virginia. Manchin, a member of the Democratic Party, previously served as the Governor of West Virginia from 2005 to 2010 and the Secretary of State of West Virginia from 2001 to 2005. He won the special election in November 2010 to fill the seat of Senator Robert Byrd, the longest serving U.S. Senator, who died in office. Manchin was elected to a full term in office with 60 percent of the vote in November 2012. Manchin will become the state's senior Senator when Jay Rockefeller retires in 2015."
"Ron","Johnson","Republican","Wisconsin","Ronald Harold "Ron" Johnson (born April 8, 1955) is the senior United States Senator for Wisconsin and a member of the Republican Party.[2][3] Prior to his election to the Senate, he was chief executive officer of PACUR, LLC, a polyester and plastics manufacturer."
"Tammy","Baldwin","Democratic","Wisconsin","Tammy Suzanne Green Baldwin (born February 11, 1962) is the junior United States Senator from Wisconsin and a member of the Democratic Party. She previously served as the U.S. Representative from Wisconsin's 2nd congressional district from 1999 to 2013, as well as serving three terms in the Wisconsin Assembly representing the 78th district."
"Mike","Enzi","Republican","Wyoming","Michael Bradley "Mike" Enzi (/ˈɛnzi/; born February 1, 1944) is an American politician who is the senior United States Senator from Wyoming, serving since 1997. He is a member of the Republican Party."
"John","Barrasso","Republican","Wyoming","John Anthony Barrasso III (/bəˈrɑːsoʊ/; born July 21, 1952) is the junior United States Senator from Wyoming and a member of the Republican Party. He was appointed to the Senate in June 2007, following the death of Craig L. Thomas, and won a special election in 2008 to fill the remaining four years of Thomas's term. He was re-elected to a full six-year term in 2012."